,country,alpha-2,date,cumsum_cases,cumsum_deaths,alpha-3,population,cases_by_million
2704,Italy,IT,2020-03-05,3089,107,ITA,60431283.0,51.11590961919508
4171,Portugal,PT,2020-03-05,5,0,PRT,10281762.0,0.48629797110650874
2550,Ireland,IE,2020-03-05,6,0,IRL,4853506.0,1.2362197553685932
2152,Hungary,HU,2020-03-05,2,0,HUN,9768785.0,0.20473375143377606
4885,Sweden,SE,2020-03-05,35,0,SWE,10183175.0,3.437041983467828
4624,Slovenia,SI,2020-03-05,1,0,SVN,2067372.0,0.48370588360488576
333,Austria,AT,2020-03-05,29,0,AUT,8847037.0,3.277933617775081
3819,Norway,NO,2020-03-05,56,0,NOR,5314336.0,10.537534698596401
4730,Spain,ES,2020-03-05,200,1,ESP,46723749.0,4.280478435067358
3045,Liechtenstein,LI,2020-03-05,1,0,LIE,37910.0,26.37826431020839
4964,Switzerland,CH,2020-03-05,57,0,CHE,8516543.0,6.692856479442422
1971,Germany,DE,2020-03-05,262,0,DEU,82927922.0,3.159370133499788
1351,Denmark,DK,2020-03-05,10,0,DNK,5797446.0,1.7248974807182336
1266,Czech_Republic,CZ,2020-03-05,8,0,CZE,10625695.0,0.7528919284809135
3532,Netherlands,NL,2020-03-05,38,0,NLD,17231017.0,2.2053254314588626
4729,Spain,ES,2020-03-06,261,3,ESP,46723749.0,5.586024357762901
1649,Estonia,EE,2020-03-06,5,0,EST,1320884.0,3.7853437546370463
724,Bosnia_and_Herzegovina,BA,2020-03-06,2,0,BIH,3323929.0,0.6016975693524139
639,Belgium,BE,2020-03-06,50,0,BEL,11422068.0,4.377491011259957
1350,Denmark,DK,2020-03-06,20,0,DNK,5797446.0,3.449794961436467
2165,Iceland,IS,2020-03-06,35,0,ISL,353574.0,98.98917906859667
4421,San_Marino,SM,2020-03-06,22,1,SMR,33785.0,651.1765576439248
332,Austria,AT,2020-03-06,41,0,AUT,8847037.0,4.634319942371667
1265,Czech_Republic,CZ,2020-03-06,12,0,CZE,10625695.0,1.1293378927213702
3818,Norway,NO,2020-03-06,86,0,NOR,5314336.0,16.182642572844472
1176,Croatia,HR,2020-03-06,10,0,HRV,4089400.0,2.445346505599843
1809,France,FR,2020-03-06,423,7,FRA,66987244.0,6.3146350669390126
3531,Netherlands,NL,2020-03-06,82,0,NLD,17231017.0,4.758860141569125
4623,Slovenia,SI,2020-03-06,6,0,SVN,2067372.0,2.9022353016293145
4170,Portugal,PT,2020-03-06,9,0,PRT,10281762.0,0.8753363479917158
2703,Italy,IT,2020-03-06,3858,148,ITA,60431283.0,63.84110693132231
2549,Ireland,IE,2020-03-06,13,0,IRL,4853506.0,2.6784761366319523
1970,Germany,DE,2020-03-06,400,0,DEU,82927922.0,4.823465852671432
4884,Sweden,SE,2020-03-06,61,0,SWE,10183175.0,5.990273171186786
1732,Finland,FI,2020-03-06,12,0,FIN,5518050.0,2.1746812732758856
5295,United_Kingdom,GB,2020-03-06,115,1,GBR,66488991.0,1.7296096431964203
4261,Romania,RO,2020-03-06,6,0,ROU,19473936.0,0.30810412440505097
4963,Switzerland,CH,2020-03-06,87,1,CHE,8516543.0,10.215412521254223
1349,Denmark,DK,2020-03-07,23,0,DNK,5797446.0,3.9672642056519374
4962,Switzerland,CH,2020-03-07,209,1,CHE,8516543.0,24.540473757955546
5294,United_Kingdom,GB,2020-03-07,163,1,GBR,66488991.0,2.451533668182752
331,Austria,AT,2020-03-07,74,0,AUT,8847037.0,8.364382335012275
3817,Norway,NO,2020-03-07,113,0,NOR,5314336.0,21.263239659667736
3530,Netherlands,NL,2020-03-07,128,1,NLD,17231017.0,7.428464611229853
4260,Romania,RO,2020-03-07,7,0,ROU,19473936.0,0.3594548118058928
1731,Finland,FI,2020-03-07,19,0,FIN,5518050.0,3.4432453493534854
4728,Spain,ES,2020-03-07,374,5,ESP,46723749.0,8.004494673575959
1969,Germany,DE,2020-03-07,684,0,DEU,82927922.0,8.24812660806815
1264,Czech_Republic,CZ,2020-03-07,19,0,CZE,10625695.0,1.7881183301421695
3124,Luxembourg,LU,2020-03-07,3,0,LUX,607728.0,4.936418924255587
4334,Russia,RU,2020-03-07,10,0,RUS,144478050.0,0.06921466617247395
3742,North_Macedonia,MK,2020-03-07,3,0,MKD,2082958.0,1.4402594771474029
4169,Portugal,PT,2020-03-07,13,0,PRT,10281762.0,1.2643747248769228
2134,Holy_See,VA,2020-03-07,1,0,VAT,,
1648,Estonia,EE,2020-03-07,10,0,EST,1320884.0,7.570687509274093
2151,Hungary,HU,2020-03-07,4,0,HUN,9768785.0,0.4094675028675521
2548,Ireland,IE,2020-03-07,18,0,IRL,4853506.0,3.7086592661057796
1808,France,FR,2020-03-07,613,9,FRA,66987244.0,9.150995971710673
4156,Poland,PL,2020-03-07,5,0,POL,37978548.0,0.13165326910338962
4517,Serbia,RS,2020-03-07,1,0,SRB,6982084.0,0.14322371372214943
1175,Croatia,HR,2020-03-07,11,0,HRV,4089400.0,2.6898811561598275
4611,Slovakia,SK,2020-03-07,1,0,SVK,5447011.0,0.18358692501263538
638,Belgium,BE,2020-03-07,109,0,BEL,11422068.0,9.542930404546707
4883,Sweden,SE,2020-03-07,137,0,SWE,10183175.0,13.453564335288355
4622,Slovenia,SI,2020-03-07,9,0,SVN,2067372.0,4.353352952443972
2702,Italy,IT,2020-03-07,4636,197,ITA,60431283.0,76.71523373084764
4420,San_Marino,SM,2020-03-07,23,1,SMR,33785.0,680.775492082285
2164,Iceland,IS,2020-03-07,43,0,ISL,353574.0,121.61527714141877
5293,United_Kingdom,GB,2020-03-08,206,2,GBR,66488991.0,3.0982572738996748
330,Austria,AT,2020-03-08,99,0,AUT,8847037.0,11.190187177921828
4621,Slovenia,SI,2020-03-08,12,0,SVN,2067372.0,5.804470603258629
4610,Slovakia,SK,2020-03-08,3,0,SVK,5447011.0,0.5507607750379061
2959,Latvia,LV,2020-03-08,2,0,LVA,1926542.0,1.0381294568195243
1807,France,FR,2020-03-08,716,10,FRA,66987244.0,10.688602146402678
3283,Malta,MT,2020-03-08,3,0,MLT,483530.0,6.204372014145968
1174,Croatia,HR,2020-03-08,12,0,HRV,4089400.0,2.934415806719812
4882,Sweden,SE,2020-03-08,161,0,SWE,10183175.0,15.810393123952009
3367,Moldova,MD,2020-03-08,1,0,MDA,3545883.0,0.2820172013571796
2547,Ireland,IE,2020-03-08,19,0,IRL,4853506.0,3.9146958920005455
2701,Italy,IT,2020-03-08,5883,233,ITA,60431283.0,97.35024159589662
817,Bulgaria,BG,2020-03-08,2,0,BGR,7024216.0,0.2847292850903218
4961,Switzerland,CH,2020-03-08,264,1,CHE,8516543.0,30.998493167943845
3529,Netherlands,NL,2020-03-08,188,1,NLD,17231017.0,10.910557397743847
1968,Germany,DE,2020-03-08,847,0,DEU,82927922.0,10.213688943031757
4259,Romania,RO,2020-03-08,13,0,ROU,19473936.0,0.6675589362109438
4155,Poland,PL,2020-03-08,6,0,POL,37978548.0,0.15798392292406754
4168,Portugal,PT,2020-03-08,21,0,PRT,10281762.0,2.0424514786473367
3816,Norway,NO,2020-03-08,147,0,NOR,5314336.0,27.66102858381555
1263,Czech_Republic,CZ,2020-03-08,26,0,CZE,10625695.0,2.4468987675629688
4419,San_Marino,SM,2020-03-08,26,1,SMR,33785.0,769.5722953973657
1348,Denmark,DK,2020-03-08,31,0,DNK,5797446.0,5.347182190226524
2163,Iceland,IS,2020-03-08,53,0,ISL,353574.0,149.8978997324464
4727,Spain,ES,2020-03-08,430,5,ESP,46723749.0,9.20302863539482
2150,Hungary,HU,2020-03-08,7,0,HUN,9768785.0,0.7165681300182162
637,Belgium,BE,2020-03-08,169,0,BEL,11422068.0,14.795919618058656
4609,Slovakia,SK,2020-03-09,5,0,SVK,5447011.0,0.9179346250631769
1806,France,FR,2020-03-09,1126,19,FRA,66987244.0,16.809170414594156
1262,Czech_Republic,CZ,2020-03-09,32,0,CZE,10625695.0,3.011567713923654
3123,Luxembourg,LU,2020-03-09,5,0,LUX,607728.0,8.227364873759313
329,Austria,AT,2020-03-09,102,0,AUT,8847037.0,11.529283759070974
3528,Netherlands,NL,2020-03-09,265,3,NLD,17231017.0,15.379243140436806
1967,Germany,DE,2020-03-09,902,0,DEU,82927922.0,10.87691549777408
1730,Finland,FI,2020-03-09,30,0,FIN,5518050.0,5.436703183189714
4726,Spain,ES,2020-03-09,589,5,ESP,46723749.0,12.606008991273368
4960,Switzerland,CH,2020-03-09,332,2,CHE,8516543.0,38.98295352938393
4620,Slovenia,SI,2020-03-09,16,0,SVN,2067372.0,7.739294137678172
2149,Hungary,HU,2020-03-09,8,0,HUN,9768785.0,0.8189350057351042
2162,Iceland,IS,2020-03-09,55,0,ISL,353574.0,155.55442425065192
2958,Latvia,LV,2020-03-09,3,0,LVA,1926542.0,1.5571941852292865
636,Belgium,BE,2020-03-09,200,0,BEL,11422068.0,17.50996404503983
4881,Sweden,SE,2020-03-09,203,0,SWE,10183175.0,19.934843504113402
3815,Norway,NO,2020-03-09,169,0,NOR,5314336.0,31.80077435826414
5292,United_Kingdom,GB,2020-03-09,273,3,GBR,66488991.0,4.105942892109763
1347,Denmark,DK,2020-03-09,38,0,DNK,5797446.0,6.554610426729288
2546,Ireland,IE,2020-03-09,21,0,IRL,4853506.0,4.326769143790076
4418,San_Marino,SM,2020-03-09,37,1,SMR,33785.0,1095.160574219328
4167,Portugal,PT,2020-03-09,30,0,PRT,10281762.0,2.9177878266390525
2700,Italy,IT,2020-03-09,7375,366,ITA,60431283.0,122.03944106233853
816,Bulgaria,BG,2020-03-09,4,0,BGR,7024216.0,0.5694585701806436
4154,Poland,PL,2020-03-09,11,0,POL,37978548.0,0.28963719202745714
78,Albania,AL,2020-03-09,2,0,ALB,2866376.0,0.6977451667192301
4258,Romania,RO,2020-03-09,15,0,ROU,19473936.0,0.7702603110126274
77,Albania,AL,2020-03-10,6,0,ALB,2866376.0,2.0932355001576903
1346,Denmark,DK,2020-03-10,113,0,DNK,5797446.0,19.49134153211604
3814,Norway,NO,2020-03-10,192,0,NOR,5314336.0,36.12869039518766
4333,Russia,RU,2020-03-10,10,0,RUS,144478050.0,0.06921466617247395
4959,Switzerland,CH,2020-03-10,374,2,CHE,8516543.0,43.91453198792045
2699,Italy,IT,2020-03-10,9172,464,ITA,60431283.0,151.7756953794941
4725,Spain,ES,2020-03-10,1204,28,ESP,46723749.0,25.76848017910549
1805,France,FR,2020-03-10,1412,30,FRA,66987244.0,21.07863998703992
1261,Czech_Republic,CZ,2020-03-10,40,0,CZE,10625695.0,3.7644596424045673
2957,Latvia,LV,2020-03-10,6,0,LVA,1926542.0,3.114388370458573
4257,Romania,RO,2020-03-10,17,0,ROU,19473936.0,0.8729616858143111
1966,Germany,DE,2020-03-10,1139,2,DEU,82927922.0,13.734819015481904
2161,Iceland,IS,2020-03-10,65,0,ISL,353574.0,183.83704684167952
3527,Netherlands,NL,2020-03-10,321,3,NLD,17231017.0,18.629196407849864
4166,Portugal,PT,2020-03-10,39,0,PRT,10281762.0,3.7931241746307682
328,Austria,AT,2020-03-10,131,0,AUT,8847037.0,14.807217376846056
2148,Hungary,HU,2020-03-10,9,0,HUN,9768785.0,0.9213018814519923
1729,Finland,FI,2020-03-10,40,0,FIN,5518050.0,7.248937577586285
3282,Malta,MT,2020-03-10,4,0,MLT,483530.0,8.272496018861291
4153,Poland,PL,2020-03-10,17,0,POL,37978548.0,0.4476211149515247
4880,Sweden,SE,2020-03-10,248,0,SWE,10183175.0,24.353897482857754
5291,United_Kingdom,GB,2020-03-10,321,5,GBR,66488991.0,4.827866917096095
635,Belgium,BE,2020-03-10,239,0,BEL,11422068.0,20.924407033822597
4417,San_Marino,SM,2020-03-10,49,2,SMR,33785.0,1450.3477874796506
2698,Italy,IT,2020-03-11,10149,631,ITA,60431283.0,167.94281862259982
2147,Hungary,HU,2020-03-11,12,0,HUN,9768785.0,1.2284025086026564
1647,Estonia,EE,2020-03-11,13,0,EST,1320884.0,9.841893762056321
634,Belgium,BE,2020-03-11,267,0,BEL,11422068.0,23.375802000128175
76,Albania,AL,2020-03-11,10,0,ALB,2866376.0,3.488725833596151
3052,Lithuania,LT,2020-03-11,3,0,LTU,2789533.0,1.0754488296069629
561,Belarus,BY,2020-03-11,9,0,BLR,9485386.0,0.9488280181744844
2545,Ireland,IE,2020-03-11,35,0,IRL,4853506.0,7.211281906316794
3122,Luxembourg,LU,2020-03-11,7,0,LUX,607728.0,11.518310823263038
4152,Poland,PL,2020-03-11,22,0,POL,37978548.0,0.5792743840549143
4416,San_Marino,SM,2020-03-11,62,2,SMR,33785.0,1835.1339351783333
1173,Croatia,HR,2020-03-11,13,0,HRV,4089400.0,3.178950457279796
3741,North_Macedonia,MK,2020-03-11,7,0,MKD,2082958.0,3.3606054466772735
3366,Moldova,MD,2020-03-11,3,0,MDA,3545883.0,0.8460516040715388
1260,Czech_Republic,CZ,2020-03-11,63,0,CZE,10625695.0,5.9290239367871935
1345,Denmark,DK,2020-03-11,264,0,DNK,5797446.0,45.53729349096137
2160,Iceland,IS,2020-03-11,70,0,ISL,353574.0,197.97835813719334
4879,Sweden,SE,2020-03-11,326,0,SWE,10183175.0,32.013591046014625
4724,Spain,ES,2020-03-11,1639,35,ESP,46723749.0,35.078520775376994
3813,Norway,NO,2020-03-11,277,0,NOR,5314336.0,52.12316270555719
4165,Portugal,PT,2020-03-11,41,0,PRT,10281762.0,3.9876433630733716
2956,Latvia,LV,2020-03-11,8,0,LVA,1926542.0,4.152517827278097
4958,Switzerland,CH,2020-03-11,490,3,CHE,8516543.0,57.53508201625941
4256,Romania,RO,2020-03-11,25,0,ROU,19473936.0,1.2837671850210457
4619,Slovenia,SI,2020-03-11,31,0,SVN,2067372.0,14.994882391751458
4608,Slovakia,SK,2020-03-11,7,0,SVK,5447011.0,1.2851084750884476
1965,Germany,DE,2020-03-11,1296,2,DEU,82927922.0,15.62802936265544
3526,Netherlands,NL,2020-03-11,382,4,NLD,17231017.0,22.169324074139094
327,Austria,AT,2020-03-11,182,0,AUT,8847037.0,20.571859256381543
4516,Serbia,RS,2020-03-11,5,0,SRB,6982084.0,0.7161185686107471
5290,United_Kingdom,GB,2020-03-11,373,6,GBR,66488991.0,5.609951277497955
1804,France,FR,2020-03-11,1784,33,FRA,66987244.0,26.631936074277064
1172,Croatia,HR,2020-03-12,16,0,HRV,4089400.0,3.9125544089597493
4415,San_Marino,SM,2020-03-12,66,3,SMR,33785.0,1953.5296729317743
3051,Lithuania,LT,2020-03-12,3,0,LTU,2789533.0,1.0754488296069629
4607,Slovakia,SK,2020-03-12,10,0,SVK,5447011.0,1.8358692501263538
4878,Sweden,SE,2020-03-12,462,1,SWE,10183175.0,45.36895418177533
1803,France,FR,2020-03-12,2281,48,FRA,66987244.0,34.0512590725482
4618,Slovenia,SI,2020-03-12,57,0,SVN,2067372.0,27.57123536547849
3525,Netherlands,NL,2020-03-12,503,5,NLD,17231017.0,29.191544526942312
1646,Estonia,EE,2020-03-12,16,0,EST,1320884.0,12.113100014838547
3281,Malta,MT,2020-03-12,6,0,MLT,483530.0,12.408744028291936
2146,Hungary,HU,2020-03-12,13,0,HUN,9768785.0,1.3307693843195445
4164,Portugal,PT,2020-03-12,59,0,PRT,10281762.0,5.738316059056803
1728,Finland,FI,2020-03-12,59,0,FIN,5518050.0,10.692182926939772
326,Austria,AT,2020-03-12,246,0,AUT,8847037.0,27.805919654229996
4151,Poland,PL,2020-03-12,31,0,POL,37978548.0,0.8162502684410157
560,Belarus,BY,2020-03-12,12,0,BLR,9485386.0,1.265104024232646
2159,Iceland,IS,2020-03-12,85,0,ISL,353574.0,240.4022920237348
4332,Russia,RU,2020-03-12,25,0,RUS,144478050.0,0.17303666543118487
3044,Liechtenstein,LI,2020-03-12,3,0,LIE,37910.0,79.13479293062517
1964,Germany,DE,2020-03-12,1567,3,DEU,82927922.0,18.895927477840335
75,Albania,AL,2020-03-12,11,1,ALB,2866376.0,3.837598416955766
633,Belgium,BE,2020-03-12,314,3,BEL,11422068.0,27.490643550712534
3121,Luxembourg,LU,2020-03-12,7,0,LUX,607728.0,11.518310823263038
2697,Italy,IT,2020-03-12,12462,827,ITA,60431283.0,206.2176968839136
4957,Switzerland,CH,2020-03-12,642,4,CHE,8516543.0,75.38269929477254
1259,Czech_Republic,CZ,2020-03-12,94,0,CZE,10625695.0,8.846480159650733
4515,Serbia,RS,2020-03-12,18,0,SRB,6982084.0,2.57802684699869
723,Bosnia_and_Herzegovina,BA,2020-03-12,3,0,BIH,3323929.0,0.9025463540286209
815,Bulgaria,BG,2020-03-12,7,1,BGR,7024216.0,0.9965524978161264
4723,Spain,ES,2020-03-12,2140,47,ESP,46723749.0,45.801119255220726
2955,Latvia,LV,2020-03-12,10,0,LVA,1926542.0,5.190647284097621
5289,United_Kingdom,GB,2020-03-12,456,6,GBR,66488991.0,6.858278237370154
3365,Moldova,MD,2020-03-12,4,0,MDA,3545883.0,1.1280688054287185
3812,Norway,NO,2020-03-12,489,0,NOR,5314336.0,92.01525835024357
4255,Romania,RO,2020-03-12,45,0,ROU,19473936.0,2.3107809330378823
1344,Denmark,DK,2020-03-12,516,0,DNK,5797446.0,89.00471000506086
2544,Ireland,IE,2020-03-12,43,1,IRL,4853506.0,8.859574913474919
2543,Ireland,IE,2020-03-13,70,1,IRL,4853506.0,14.422563812633587
1802,France,FR,2020-03-13,2876,61,FRA,66987244.0,42.933547169069975
4163,Portugal,PT,2020-03-13,78,0,PRT,10281762.0,7.5862483492615365
3280,Malta,MT,2020-03-13,9,0,MLT,483530.0,18.613116042437905
3524,Netherlands,NL,2020-03-13,614,5,NLD,17231017.0,35.633416181993205
4331,Russia,RU,2020-03-13,30,0,RUS,144478050.0,0.20764399851742185
4956,Switzerland,CH,2020-03-13,854,4,CHE,8516543.0,100.27542865690926
1727,Finland,FI,2020-03-13,155,0,FIN,5518050.0,28.089633113146856
1171,Croatia,HR,2020-03-13,25,0,HRV,4089400.0,6.113366263999608
4877,Sweden,SE,2020-03-13,620,1,SWE,10183175.0,60.88474370714438
2696,Italy,IT,2020-03-13,15113,1016,ITA,60431283.0,250.0857047830674
814,Bulgaria,BG,2020-03-13,23,1,BGR,7024216.0,3.274386778538701
1963,Germany,DE,2020-03-13,2369,5,DEU,82927922.0,28.56697651244656
4254,Romania,RO,2020-03-13,64,0,ROU,19473936.0,3.2864439936538767
559,Belarus,BY,2020-03-13,21,0,BLR,9485386.0,2.2139320424071305
3364,Moldova,MD,2020-03-13,6,0,MDA,3545883.0,1.6921032081430776
1258,Czech_Republic,CZ,2020-03-13,116,0,CZE,10625695.0,10.916932962973245
3120,Luxembourg,LU,2020-03-13,26,0,LUX,607728.0,42.78229734354843
5288,United_Kingdom,GB,2020-03-13,590,10,GBR,66488991.0,8.87364947379033
3811,Norway,NO,2020-03-13,621,1,NOR,5314336.0,116.85373299693508
4617,Slovenia,SI,2020-03-13,96,0,SVN,2067372.0,46.43576482606903
632,Belgium,BE,2020-03-13,399,3,BEL,11422068.0,34.93237826985446
1343,Denmark,DK,2020-03-13,676,0,DNK,5797446.0,116.6030696965526
4722,Spain,ES,2020-03-13,3004,84,ESP,46723749.0,64.29278609471172
3043,Liechtenstein,LI,2020-03-13,4,0,LIE,37910.0,105.51305724083356
4514,Serbia,RS,2020-03-13,24,0,SRB,6982084.0,3.4373691293315862
4606,Slovakia,SK,2020-03-13,21,0,SVK,5447011.0,3.855325425265343
325,Austria,AT,2020-03-13,361,1,AUT,8847037.0,40.80462193161394
1645,Estonia,EE,2020-03-13,27,0,EST,1320884.0,20.44085627504005
3740,North_Macedonia,MK,2020-03-13,9,0,MKD,2082958.0,4.320778431442209
4150,Poland,PL,2020-03-13,49,1,POL,37978548.0,1.2902020372132184
2954,Latvia,LV,2020-03-13,16,0,LVA,1926542.0,8.305035654556194
2158,Iceland,IS,2020-03-13,117,0,ISL,353574.0,330.90668431502314
4414,San_Marino,SM,2020-03-13,67,5,SMR,33785.0,1983.1286073701344
722,Bosnia_and_Herzegovina,BA,2020-03-13,3,0,BIH,3323929.0,0.9025463540286209
2145,Hungary,HU,2020-03-13,16,0,HUN,9768785.0,1.6378700114702085
5208,Ukraine,UA,2020-03-13,3,0,UKR,44622516.0,0.0672306330732225
74,Albania,AL,2020-03-13,23,1,ALB,2866376.0,8.024069417271146
4955,Switzerland,CH,2020-03-14,1121,7,CHE,8516543.0,131.6261774290343
324,Austria,AT,2020-03-14,504,1,AUT,8847037.0,56.968225633056576
3523,Netherlands,NL,2020-03-14,804,5,NLD,17231017.0,46.66004333928751
4513,Serbia,RS,2020-03-14,41,0,SRB,6982084.0,5.872172262608126
4330,Russia,RU,2020-03-14,45,0,RUS,144478050.0,0.31146599777613276
1801,France,FR,2020-03-14,3661,79,FRA,66987244.0,54.65219617036342
813,Bulgaria,BG,2020-03-14,31,1,BGR,7024216.0,4.413303918899988
73,Albania,AL,2020-03-14,33,1,ALB,2866376.0,11.512795250867297
4616,Slovenia,SI,2020-03-14,141,0,SVN,2067372.0,68.2025295882889
5287,United_Kingdom,GB,2020-03-14,707,10,GBR,66488991.0,10.633339284694515
2953,Latvia,LV,2020-03-14,19,0,LVA,1926542.0,9.862229839785481
1962,Germany,DE,2020-03-14,3062,5,DEU,82927922.0,36.92363110219981
4253,Romania,RO,2020-03-14,89,0,ROU,19473936.0,4.570211178674922
2695,Italy,IT,2020-03-14,17660,1268,ITA,60431283.0,292.232749716732
4605,Slovakia,SK,2020-03-14,30,0,SVK,5447011.0,5.507607750379061
2542,Ireland,IE,2020-03-14,91,1,IRL,4853506.0,18.749332956423665
631,Belgium,BE,2020-03-14,559,3,BEL,11422068.0,48.940349505886324
4149,Poland,PL,2020-03-14,68,2,POL,37978548.0,1.7904844598060987
4876,Sweden,SE,2020-03-14,775,1,SWE,10183175.0,76.10592963393047
1170,Croatia,HR,2020-03-14,31,0,HRV,4089400.0,7.580574167359514
4413,San_Marino,SM,2020-03-14,73,5,SMR,33785.0,2160.722214000296
3739,North_Macedonia,MK,2020-03-14,13,0,MKD,2082958.0,6.241124400972079
2157,Iceland,IS,2020-03-14,117,0,ISL,353574.0,330.90668431502314
1644,Estonia,EE,2020-03-14,79,0,EST,1320884.0,59.80843132326533
2144,Hungary,HU,2020-03-14,25,0,HUN,9768785.0,2.5591718929222007
3279,Malta,MT,2020-03-14,12,0,MLT,483530.0,24.817488056583873
4162,Portugal,PT,2020-03-14,112,0,PRT,10281762.0,10.893074552785796
3810,Norway,NO,2020-03-14,621,1,NOR,5314336.0,116.85373299693508
3363,Moldova,MD,2020-03-14,8,0,MDA,3545883.0,2.256137610857437
3042,Liechtenstein,LI,2020-03-14,4,0,LIE,37910.0,105.51305724083356
3050,Lithuania,LT,2020-03-14,6,0,LTU,2789533.0,2.1508976592139257
1342,Denmark,DK,2020-03-14,804,0,DNK,5797446.0,138.681757449746
4721,Spain,ES,2020-03-14,4231,121,ESP,46723749.0,90.55352129384995
156,Andorra,AD,2020-03-14,2,0,AND,77006.0,25.972002181648183
3119,Luxembourg,LU,2020-03-14,38,1,LUX,607728.0,62.52797304057078
1257,Czech_Republic,CZ,2020-03-14,150,0,CZE,10625695.0,14.116723659017127
1800,France,FR,2020-03-15,4499,91,FRA,66987244.0,67.16204058193527
1169,Croatia,HR,2020-03-15,37,0,HRV,4089400.0,9.04778207071942
3278,Malta,MT,2020-03-15,18,0,MLT,483530.0,37.22623208487581
3362,Moldova,MD,2020-03-15,20,0,MDA,3545883.0,5.640344027143592
1256,Czech_Republic,CZ,2020-03-15,214,0,CZE,10625695.0,20.139859086864433
3371,Monaco,MC,2020-03-15,3,0,MCO,38682.0,77.55545214828602
3809,Norway,NO,2020-03-15,907,1,NOR,5314336.0,170.6704280647667
3049,Lithuania,LT,2020-03-15,9,0,LTU,2789533.0,3.2263464888208886
3041,Liechtenstein,LI,2020-03-15,4,0,LIE,37910.0,105.51305724083356
2952,Latvia,LV,2020-03-15,26,0,LVA,1926542.0,13.495682938653816
1643,Estonia,EE,2020-03-15,115,0,EST,1320884.0,87.06290635665206
2156,Iceland,IS,2020-03-15,138,0,ISL,353574.0,390.30019175618116
2143,Hungary,HU,2020-03-15,31,0,HUN,9768785.0,3.173373147223529
1961,Germany,DE,2020-03-15,3795,8,DEU,82927922.0,45.76263227722021
1726,Finland,FI,2020-03-15,210,0,FIN,5518050.0,38.056922282327996
1341,Denmark,DK,2020-03-15,827,0,DNK,5797446.0,142.64902165539792
2694,Italy,IT,2020-03-15,17750,1441,ITA,60431283.0,293.72204459071304
323,Austria,AT,2020-03-15,655,1,AUT,8847037.0,74.03608688423027
2541,Ireland,IE,2020-03-15,129,2,IRL,4853506.0,26.578724740424754
3522,Netherlands,NL,2020-03-15,959,12,NLD,17231017.0,55.655449704448664
4329,Russia,RU,2020-03-15,59,0,RUS,144478050.0,0.4083665304175963
4412,San_Marino,SM,2020-03-15,92,5,SMR,33785.0,2723.10196832914
4512,Serbia,RS,2020-03-15,46,0,SRB,6982084.0,6.588290831218874
72,Albania,AL,2020-03-15,38,1,ALB,2866376.0,13.257158167665374
4604,Slovakia,SK,2020-03-15,44,0,SVK,5447011.0,8.077824700555956
4615,Slovenia,SI,2020-03-15,181,0,SVN,2067372.0,87.55076493248433
5286,United_Kingdom,GB,2020-03-15,1140,21,GBR,66488991.0,17.145695593425383
4720,Spain,ES,2020-03-15,5753,136,ESP,46723749.0,123.12796218471254
630,Belgium,BE,2020-03-15,689,4,BEL,11422068.0,60.32182613516222
4875,Sweden,SE,2020-03-15,924,1,SWE,10183175.0,90.73790836355066
4954,Switzerland,CH,2020-03-15,1359,11,CHE,8516543.0,159.57178869407457
4252,Romania,RO,2020-03-15,113,0,ROU,19473936.0,5.802627676295127
812,Bulgaria,BG,2020-03-15,41,2,BGR,7024216.0,5.836950344351598
4148,Poland,PL,2020-03-15,104,3,POL,37978548.0,2.738387997350504
4161,Portugal,PT,2020-03-15,169,0,PRT,10281762.0,16.436871423399996
5285,United_Kingdom,GB,2020-03-16,1391,35,GBR,66488991.0,20.920756640749744
5207,Ukraine,UA,2020-03-16,3,0,UKR,44622516.0,0.0672306330732225
811,Bulgaria,BG,2020-03-16,51,2,BGR,7024216.0,7.260596769803207
4160,Portugal,PT,2020-03-16,245,0,PRT,10281762.0,23.82860058421893
2540,Ireland,IE,2020-03-16,169,2,IRL,4853506.0,34.82018977621538
322,Austria,AT,2020-03-16,860,1,AUT,8847037.0,97.2076865960886
2693,Italy,IT,2020-03-16,23980,1811,ITA,60431283.0,396.81434531184783
4614,Slovenia,SI,2020-03-16,219,0,SVN,2067372.0,105.93158850946999
4719,Spain,ES,2020-03-16,7753,288,ESP,46723749.0,165.93274653538612
1960,Germany,DE,2020-03-16,4838,12,DEU,82927922.0,58.339819488060975
4953,Switzerland,CH,2020-03-16,2200,13,CHE,8516543.0,258.32077639953206
1725,Finland,FI,2020-03-16,267,0,FIN,5518050.0,48.38665833038846
558,Belarus,BY,2020-03-16,27,0,BLR,9485386.0,2.846484054523453
4874,Sweden,SE,2020-03-16,1032,3,SWE,10183175.0,101.3436379125371
155,Andorra,AD,2020-03-16,5,0,AND,77006.0,64.93000545412045
4147,Poland,PL,2020-03-16,125,3,POL,37978548.0,3.2913317275847405
2133,Holy_See,VA,2020-03-16,1,0,VAT,,
2142,Hungary,HU,2020-03-16,39,1,HUN,9768785.0,3.9923081529586333
2155,Iceland,IS,2020-03-16,178,0,ISL,353574.0,503.43068212029164
629,Belgium,BE,2020-03-16,886,4,BEL,11422068.0,77.56914071952644
1642,Estonia,EE,2020-03-16,171,0,EST,1320884.0,129.458756408587
4603,Slovakia,SK,2020-03-16,61,0,SVK,5447011.0,11.198802425770758
