,country,alpha-2,date,cumsum_cases,cumsum_deaths,alpha-3,population,cases_by_million
1291,Czech_Republic,CZ,2020-02-09,0,0,CZE,10625695.0,0.0
3844,Norway,NO,2020-02-09,0,0,NOR,5314336.0,0.0
3557,Netherlands,NL,2020-02-09,0,0,NLD,17231017.0,0.0
3075,Lithuania,LT,2020-02-09,0,0,LTU,2789533.0,0.0
1756,Finland,FI,2020-02-09,1,0,FIN,5518050.0,0.18122343943965713
4285,Romania,RO,2020-02-09,0,0,ROU,19473936.0,0.0
4910,Sweden,SE,2020-02-09,1,0,SWE,10183175.0,0.09820119952765223
1673,Estonia,EE,2020-02-09,0,0,EST,1320884.0,0.0
586,Belarus,BY,2020-02-09,0,0,BLR,9485386.0,0.0
3765,North_Macedonia,MK,2020-02-09,0,0,MKD,2082958.0,0.0
1376,Denmark,DK,2020-02-09,0,0,DNK,5797446.0,0.0
2191,Iceland,IS,2020-02-09,0,0,ISL,353574.0,0.0
